cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote,District,State_Abv
N00045700,Ray Lenzi (D),161324.43,104808.77,17260.4,84304.7,58209.33,1550.0,57902.81,64306.07,19998.63,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,39.4,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,12,IL
N00046660,Brian Boeving (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,12,IL
N00034784,Rodney Davis (R),4943458.88,4822599.64,2862033.24,2031252.94,0.0,50172.7,140435.67,1558526.87,472726.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,54.4,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL13,0,1,N,13,IL
N00041342,Betsy Dirksen Londrigan (D),5297007.31,5281880.359999999,652387.09,4300149.22,100.0,344371.0,15895.21,3629653.0,670496.22,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.6,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,13,IL
N00041569,Lauren A Underwood (D),7803578.63,7301503.25,901053.0,6314312.23,0.0,588213.4,537897.85,4584946.78,1729365.45,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,50.7,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL14,0,1,N,14,IL
N00024894,Jim Oberweis (R),2438857.2,2348797.84,146930.0,1197080.52,849179.4299999999,245667.25,90059.36,1006489.8,190590.72,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,49.3,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,14,IL
N00045703,Mary Miller (R),689056.95,570356.22,176584.7,446422.25,0.0,66050.0,118700.73,351687.18,94735.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,73.5,W,O,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,15,IL
N00045993,Erika Weaver (D),58689.21,23348.96,65.26,44119.93,0.0,14504.02,-2771.76,13717.39,30402.54,2020-10-14 00:00:00 +0000,2021-04-01 00:00:00 +0000,26.5,L,O,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,15,IL
N00030667,Adam Kinzinger (R),2105735.6,1588549.84,422527.32,652764.28,0.0,1030444.0,1523649.87,556976.77,95787.51,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.8,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL16,0,1,N,16,IL
N00045399,Dani Brzozowski (D),459343.8,376167.06,15900.0,432805.67,250.0,10388.13,-313.98,299560.72,133244.95,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,35.2,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,16,IL
N00033390,Cheri Bustos (D),4975191.73,6391008.65,2349415.47,2522536.65,0.0,103239.61,918624.26,1899870.65,622666.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,52.0,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL17,0,1,N,17,IL
N00045239,Esther Joy King (R),2032878.18,2030586.68,280944.58,1677458.96,12491.0,61983.64,2291.5,1330501.82,346957.14,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,48.0,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,17,IL
N00037031,Darin LaHood (R),3248113.25,1749127.81,1904333.45,1127580.23,0.0,216199.57,3090570.84,913465.0,214115.23,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,70.5,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL18,0,1,N,18,IL
N00047730,George Petrilli (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,18,IL
N00045905,Frank Mrvan Jr (D),578634.89,464407.3,215250.0,359473.24,5600.0,-1688.35,114227.59,355435.24,4038.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,56.6,W,O,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,01,IN
N00003796,Mark Leyva (R),16550.66,15342.99,500.0,16050.66,0.0,0.0,1207.67,11579.6,4471.06,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,40.4,L,O,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,01,IN
N00047067,Edward Strauss (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,01,IN
N00031226,Jackie Walorski (R),2383467.01,1698201.56,1342908.39,764882.64,0.0,275675.98,803296.57,689794.99,75087.65,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,61.5,W,I,Indiana,,,2020-05-05 00:00:00 +0000,IN02,0,1,N,02,IN
N00041951,Pat Hackett (D),881888.08,867300.75,43350.0,838823.08,0.0,-285.0,15785.22,682562.18,156260.9,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,38.5,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,02,IN
N00037185,Jim Banks (R),1202509.35,769591.26,678025.01,533976.19,0.0,-9491.85,444426.76,403197.51,130778.68,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.8,W,I,Indiana,,,2020-05-05 00:00:00 +0000,IN03,0,1,N,03,IN
N00045713,Chip Coldiron (D),94055.63,89882.68,4600.0,88505.47,950.16,0.0,2119.31,34505.89,53999.58,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,32.2,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,03,IN
N00041954,Jim Baird (R),327727.0,190157.62,221475.0,111172.47,0.0,-4920.47,247370.89,104020.0,7152.47,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,66.6,W,I,Indiana,,,2020-05-05 00:00:00 +0000,IN04,0,1,N,04,IN
N00041118,Joe Mackey (D),44585.08,43212.62,200.0,38571.7,25.0,5788.38,1589.94,19743.81,18827.89,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,33.4,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,04,IN
N00044874,Christina Hale (D),4010368.45,3998904.94,646015.63,3041396.21,5700.0,317256.61,11463.51,2405128.61,636267.6,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.9,L,O,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,05,IN
N00046537,Victoria Spartz (R),3119327.84,3010203.43,307920.05,1459548.41,1143100.0,208759.38,109124.41,907954.01,551594.4,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,50.0,W,O,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,05,IN
N00044777,Ellen Kizik (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,05,IN
N00045997,Vernon Moore (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,05,IN
N00047068,Ken Tucker (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,05,IN
N00041956,Greg Pence (R),3114448.2,2804147.62,402750.0,2376512.26,0.0,335185.94,510826.58,850628.18,1525884.08,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,68.7,W,I,Indiana,,,2020-05-05 00:00:00 +0000,IN06,0,1,N,06,IN
N00042833,Jeannine Lee Lake (D),143088.54,145315.36000000002,989.66,121152.97,20413.06,532.85,-2226.82,29540.0,91612.97,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,27.7,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,06,IN
N00042434,Tom Ferkinhoff (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,06,IN
N00029513,Andre Carson (D),1011635.13,873962.47,448450.0,519072.47,0.0,44112.66,988169.87,493208.25,25864.22,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,62.4,W,I,Indiana,,,2020-05-05 00:00:00 +0000,IN07,0,1,N,07,IN
N00046405,Susan Marie Smith (R),62905.1,59843.39,1600.0,51518.85,9756.25,30.0,1857.25,45327.41,6191.44,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,37.6,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,07,IN
N00047215,Andrew Gregg Warner (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,07,IN
N00031227,Larry Bucshon (R),1051335.63,1078646.46,795500.0,256249.76,0.0,-414.13,206920.15,240500.0,15749.76,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,66.9,W,I,Indiana,,,2020-05-05 00:00:00 +0000,IN08,0,1,N,08,IN
N00045715,Thomasina Marsili (D),68734.44,68480.01,3964.25,60596.64,2223.0,1950.55,254.43,36925.5,23671.14,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,29.8,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,08,IN
N00047069,James Rodenberger (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,08,IN
N00038429,Trey Hollingsworth (R),1166754.18,501136.02,1006250.0,152624.35,0.0,7879.83,672944.04,135140.74,17483.61,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,60.9,W,I,Indiana,,,2020-05-05 00:00:00 +0000,IN09,0,1,N,09,IN
N00046205,Andy Ruff (D),148263.42,134906.07,6700.0,141388.75,1000.4,-825.73,13357.35,64780.0,76608.75,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,34.8,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,09,IN
N00045998,Tonya Millis (L),10223.57,10040.81,0.0,2660.0,7260.57,303.0,58.6,400.0,2260.0,2020-11-12 00:00:00 +0000,2021-04-01 00:00:00 +0000,4.3,L,C,Indiana,,,2020-05-05 00:00:00 +0000,    ,0,2,N,09,IN
N00034331,John Tilford (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Indiana,,,2020-05-05 00:00:00 +0000,,0,2,N,09,IN
N00040888,Abby Finkenauer (D),5901441.039999999,5875405.1,1324777.91,3882981.9,0.0,693681.23,55019.36,3148352.87,734629.03,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,48.7,L,I,Iowa,,,2020-06-02 00:00:00 +0000,IA01,0,1,N,01,IA
N00044521,Ashley Hinson (R),5175883.11,5059211.23,393315.6,4637837.84,2800.0,141929.67,116671.88,2952525.52,1685312.32,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,51.3,W,C,Iowa,,,2020-06-02 00:00:00 +0000,    ,0,2,N,01,IA
N00044523,Rita Hart (D),4232992.49,4114400.42,651759.69,2987908.47,471.89,592852.44,118592.07,2447060.61,540847.86,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,50.0,L,O,Iowa,,,2020-06-02 00:00:00 +0000,    ,0,2,N,02,IA
N00029495,Mariannette Miller-Meeks (R),2174194.41,1721926.46,367312.99,1192511.95,212863.13,401506.34,452412.56,1001685.42,190826.53,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,50.0,W,O,Iowa,,,2020-06-02 00:00:00 +0000,    ,0,2,N,02,IA
N00041104,Cindy Axne (D),6236975.99,6236994.180000001,1268619.66,4412413.21,0.0,555943.12,19520.59,3619079.85,793333.36,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,49.0,W,I,Iowa,,,2020-06-02 00:00:00 +0000,IA03,0,1,N,03,IA
N00035509,David Young (R),3170072.4,3094581.52,636036.31,2429422.75,1979.25,102634.09,88290.58,1990170.33,439252.42,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,47.6,L,C,Iowa,,,2020-06-02 00:00:00 +0000,    ,0,2,N,03,IA
N00036798,Bryan Holder (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Iowa,,,2020-06-02 00:00:00 +0000,,0,2,N,03,IA
N00041465,J.D. Scholten (D),2885915.41,2902002.97,132103.25,2734204.37,0.0,19607.79,53112.43,1682724.28,1051480.09,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,62.1,L,O,Iowa,,,2020-06-02 00:00:00 +0000,    ,0,2,N,04,IA
N00044011,Randy Feenstra (R),1906234.33,1894288.06,537334.88,1309109.2,2600.0,57190.25,11946.27,1155074.28,154034.92,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,37.9,W,O,Iowa,,,2020-06-02 00:00:00 +0000,    ,0,2,N,04,IA
N00030743,Tracey Mann (R),1403353.44,1127156.31,308700.0,954553.97,50200.0,89899.47,276197.13,914779.36,39774.61,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,71.4,W,O,Kansas,,,2020-08-04 00:00:00 +0000,    ,0,2,N,01,KS
N00045137,Kali Barnett (D),603035.73,592924.22,9000.0,567207.92,25000.0,1827.81,10111.51,450822.69,116385.23,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,28.6,L,O,Kansas,,,2020-08-04 00:00:00 +0000,    ,0,2,N,01,KS
N00046206,Michelle De La Isla (D),1825085.49,1810967.99,288228.04,1451640.6,0.0,85216.85,14117.5,1112130.14,339510.46,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,40.5,L,O,Kansas,,,2020-08-04 00:00:00 +0000,    ,0,2,N,02,KS
N00044232,Jake Laturner (R),1593407.11,1578460.15,284350.0,832655.78,0.0,476401.33,14946.96,773106.43,59549.35,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,55.3,W,O,Kansas,,,2020-08-04 00:00:00 +0000,    ,0,2,N,02,KS
N00030243,Robert Garrard (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kansas,,,2020-08-04 00:00:00 +0000,,0,2,N,02,KS
N00042626,Sharice Davids (D),5638552.2700000005,5168034.25,1309877.6,4137407.34,0.0,191267.33,479150.45,3186691.33,950716.01,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,53.4,W,I,Kansas,,,2020-08-04 00:00:00 +0000,KS03,0,1,N,03,KS
N00045245,Amanda Adkins (R),2182382.2800000003,2139672.66,170550.0,1877888.29,3303.82,130640.17,42709.62,1783222.03,94666.26,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,43.8,L,C,Kansas,,,2020-08-04 00:00:00 +0000,    ,0,2,N,03,KS
N00039530,Steve Hohe (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kansas,,,2020-08-04 00:00:00 +0000,,0,2,N,03,KS
N00040712,Ron Estes (R),1993808.48,1420188.01,1132978.66,861798.08,0.0,-968.26,844164.43,825909.38,35888.7,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.0,W,I,Kansas,,,2020-08-04 00:00:00 +0000,KS04,0,1,N,04,KS
N00040709,Laura Lombard (D),264459.04000000004,258684.2,5750.0,269860.97,0.0,-11151.93,5774.84,167591.01,102269.96,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,36.0,L,C,Kansas,,,2020-08-04 00:00:00 +0000,    ,0,2,N,04,KS
N00038260,James Comer (R),736116.21,502553.54,459450.0,276173.01,0.0,493.2,402463.05,266950.0,9223.01,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,75.0,W,I,Kentucky,,,2020-05-19 00:00:00 +0000,KY01,0,1,N,01,KY
N00047216,James Rhodes (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kentucky,,,2020-05-19 00:00:00 +0000,,0,2,N,01,KY
N00029675,Brett Guthrie (R),1412796.7000000002,1566621.73,1184234.64,226706.81,0.0,1855.25,1856674.36,193600.25,33106.56,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,71.0,W,I,Kentucky,,,2020-05-19 00:00:00 +0000,KY02,0,1,N,02,KY
N00042628,Hank Linderman (D),93387.97,71121.97,11032.05,82355.92,0.0,0.0,31482.11,74325.0,8030.92,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,26.3,L,C,Kentucky,,,2020-05-19 00:00:00 +0000,    ,0,2,N,02,KY
N00046000,Robert Lee Perry (L),12798.41,7825.3,0.0,10432.93,2365.48,0.0,0.0,9782.93,650.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,2.1,L,C,Kentucky,,,2020-05-19 00:00:00 +0000,    ,0,2,N,02,KY
N00047218,Lewis Carter (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kentucky,,,2020-05-19 00:00:00 +0000,,0,2,N,02,KY
N00028073,John Yarmuth (D),658295.41,690226.28,461957.11,200442.09,0.0,-4103.79,169845.56,179026.0,21416.09,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,62.7,W,I,Kentucky,,,2020-05-19 00:00:00 +0000,KY03,0,1,N,03,KY
N00042632,Rhonda Palazzo (R),46143.99,45668.14,7000.0,38718.99,425.0,0.0,475.85,24100.0,14618.99,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,37.3,L,C,Kentucky,,,2020-05-19 00:00:00 +0000,    ,0,2,N,03,KY
N00034041,Thomas Massie (R),1457315.5499999998,1563275.13,185300.68,1247755.81,0.0,24259.06,119384.17,821224.65,426531.16,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.1,W,I,Kentucky,,,2020-05-19 00:00:00 +0000,KY04,0,1,N,04,KY
N00044778,Alexandra Owensby (D),156174.07,106359.25,12006.27,143167.8,1000.0,0.0,49227.42,66347.0,76820.8,2020-10-14 00:00:00 +0000,2021-04-01 00:00:00 +0000,32.9,L,C,Kentucky,,,2020-05-19 00:00:00 +0000,    ,0,2,N,04,KY
N00003473,Hal Rogers (R),664168.16,835781.41,403750.0,264126.48,0.0,-3708.32,836903.15,263450.48,676.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,84.2,W,I,Kentucky,,,2020-05-19 00:00:00 +0000,KY05,0,1,N,05,KY
N00046208,Matthew Best (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kentucky,,,2020-05-19 00:00:00 +0000,,0,2,N,05,KY
N00044876,Billy Hibbitts (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kentucky,,,2020-05-19 00:00:00 +0000,,0,2,N,05,KY
N00046887,John Wells (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kentucky,,,2020-05-19 00:00:00 +0000,,0,2,N,05,KY
N00031233,Andy Barr (R),4536264.03,4316239.23,2001103.92,2031020.2,0.0,504139.91,354703.49,1829441.31,201578.89,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,57.3,W,I,Kentucky,,,2020-05-19 00:00:00 +0000,KY06,0,1,N,06,KY
N00045138,Josh Hicks (D),2936320.16,2935615.3200000003,228683.0,2687479.87,0.0,20157.29,704.84,2153489.4,533990.47,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,41.0,L,C,Kentucky,,,2020-05-19 00:00:00 +0000,    ,0,2,N,06,KY
N00043881,Frank Harris (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Kentucky,,,2020-05-19 00:00:00 +0000,,0,2,N,06,KY
N00009660,Steve Scalise (R),37262827.260000005,32830607.090000004,60950.0,27592974.75,0.0,9608902.51,6217719.68,14583198.51,13009776.24,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,72.21,W,I,Louisiana,,,2020-11-03 00:00:00 +0000,LA01,0,1,N,01,LA
N00040242,Howard Kearney (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,01,LA
N00030184,Cedric Richmond (D),1628288.61,1302079.35,1240755.1,390033.51,0.0,-2500.0,795948.56,377000.0,13033.51,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,63.61,W,I,Louisiana,,,2020-11-03 00:00:00 +0000,LA02,0,1,N,02,LA
N00047731,Glenn Adrian Harris (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,02,LA
N00047070,Colby C. James (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,02,LA
N00047732,David Schilling (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,02,LA
N00047733,Sheldon Vincent Sr (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,02,LA
N00039953,Clay Higgins (R),751498.1900000001,720423.5,226100.0,533826.18,0.0,-8427.99,71762.7,486773.13,47053.05,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.76,W,I,Louisiana,,,2020-11-03 00:00:00 +0000,LA03,0,1,N,03,LA
N00042640,Robert Jon Anderson (D),63616.76,48015.16,0.0,63616.76,0.0,0.0,2695.47,22512.0,41104.76,2020-03-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,11.59,L,C,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,03,LA
N00047363,Braylon Harris (D),23006.09,15129.93,0.0,19256.09,0.0,3750.0,7876.16,13820.0,5436.09,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,17.89,L,C,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,03,LA
N00047071,Brandon Leleux (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,03,LA
N00043019,Verone Thomas (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,03,LA
N00039106,Mike Johnson (R),1299787.08,1039393.35,488802.38,826550.7,0.0,-15566.0,669686.47,768506.31,58044.39,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,60.43,W,I,Louisiana,,,2020-11-03 00:00:00 +0000,LA04,0,1,N,04,LA
N00047129,Kenny Houston (D),33677.26,33407.32,0.0,24664.62,9562.64,-550.0,269.94,18527.19,6137.43,2020-12-15 00:00:00 +0000,2021-04-01 00:00:00 +0000,25.49,L,C,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,04,LA
N00047391,Ben Gibson (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,04,LA
N00046773,Luke Letlow (R),1392822.1,1303757.25,190150.0,1204872.1,0.0,-2200.0,89064.85,1178091.0,26781.1,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,w,O,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,05,LA
N00046772,Lance Harris (R),696805.0,687832.9,29500.0,458355.0,209200.0,-250.0,8972.1,449200.0,9155.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,l,O,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,05,LA
N00047219,Martin Lemelle (D),173795.56,162747.32,500.0,170114.25,3681.31,-500.0,11048.24,135566.54,34547.71,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,05,LA
N00045716,Scotty Robinson (R),113902.87,113834.96,2000.0,86452.87,25450.0,0.0,67.91,73358.8,13094.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,05,LA
N00044321,Candy Christophe (D),77101.03,131160.65,0.0,21553.01,55500.0,48.02,-51355.27,16400.0,5153.01,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,05,LA
N00047470,Phillip Snowden (D),29481.0,28077.43,0.0,4141.0,25340.0,0.0,1.13,1960.0,2181.0,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,05,LA
N00047344,Matthew Hasty (R),2653.8,2615.46,0.0,2145.0,508.8,0.0,38.34,2145.0,0.0,2020-10-15 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,    ,0,2,N,05,LA
N00044531,John Badger (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,05,LA
N00047735,Allen Guillory (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,05,LA
N00047544,Jesse Lagarde (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,05,LA
N00045403,Brody Pierrottie (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Louisiana,,,2020-11-03 00:00:00 +0000,,0,2,N,05,LA
