cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote,District,State_Abv
N00041699,Renee Hoyos (D),812783.86,816793.15,3100.0,807459.01,0.0,2224.85,209.82,807459.01,0.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,31.02,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,02,TN
N00047761,Matthew Campbell (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,02,TN
N00030815,Chuck Fleischmann (R),1051653.39,381411.2,453858.46,603344.93,0.0,-5550.0,1880341.32,599059.93,4285.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.32,W,I,Tennessee,,,2020-08-06 00:00:00 +0000,TN03,0,1,N,03,TN
N00046911,Meg Gorman (D),85843.20999999999,77759.83,2671.6,81271.61,2000.0,-100.0,8083.38,50245.2,31026.41,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,30.49,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,03,TN
N00046589,Nancy Baxley (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,03,TN
N00047762,Amber Hysell (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,03,TN
N00047763,Keith Douglas Sweitzer (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,03,TN
N00030957,Scott Desjarlais (R),331464.0,392499.01,124249.0,207465.0,0.0,-250.0,302649.35,204598.0,2867.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,66.68,W,I,Tennessee,,,2020-08-06 00:00:00 +0000,TN04,0,1,N,04,TN
N00043460,Christopher Hale (D),308730.75,302995.83,2697.53,280409.05,30042.32,-4418.15,5734.92,102068.6,178340.45,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,33.32,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,04,TN
N00003132,Jim Cooper (D),936569.0,1332130.98,430750.0,508289.15,0.0,-2470.15,272934.31,470361.8,37927.35,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,100.0,W,I,Tennessee,,,2020-08-06 00:00:00 +0000,TN05,0,1,N,05,TN
N00046044,Craig Wildenradt (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,05,TN
N00041599,John Rose (R),1050428.96,625687.5399999999,417700.0,584744.0,463915.17,-415930.21,454374.98,575870.0,8874.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,73.69,W,I,Tennessee,,,2020-08-06 00:00:00 +0000,TN06,0,1,N,06,TN
N00043533,Chris Finley (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,06,TN
N00041188,Christopher Monday (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,06,TN
N00041873,Mark Green (R),1194960.47,935486.67,171900.0,819151.42,0.0,203909.05,287888.55,819151.42,0.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,69.93,W,I,Tennessee,,,2020-08-06 00:00:00 +0000,TN07,0,1,N,07,TN
N00045536,Kiran Sreepada (D),206644.28,207190.98,4000.0,202644.28,0.0,0.0,0.0,179129.75,23514.53,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,27.33,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,07,TN
N00047077,Ronald Brown (I),1750.0,0.0,0.0,1750.0,0.0,0.0,9006.0,300.0,1450.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,2.17,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,07,TN
N00046592,Scott Vieira Jr (I),655.47,1048.51,10.0,45.0,35.0,565.47,-196.52,0.0,45.0,2020-10-14 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.57,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,07,TN
N00045535,Benjamin Estes (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,07,TN
N00025445,David Kustoff (R),1641216.54,999284.67,693750.0,1017499.01,0.0,-70032.47,713832.23,990617.09,26881.92,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,68.51,W,I,Tennessee,,,2020-08-06 00:00:00 +0000,TN08,0,1,N,08,TN
N00039845,Erika Stotts Pearson (D),19069.58,15882.91,152.0,13199.88,5717.7,0.0,4137.34,11700.0,1499.88,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,29.45,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,08,TN
N00047764,Jon Dillard (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,08,TN
N00003225,Steve Cohen (D),607570.38,457311.46,409087.34,195151.33,0.0,3331.71,1216118.85,179222.09,15929.24,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,77.35,W,I,Tennessee,,,2020-08-06 00:00:00 +0000,TN09,0,1,N,09,TN
N00032405,Charlotte Bergmann (R),99146.77,100531.99,823.96,43997.68,48825.13,5500.0,2565.82,35224.18,8773.5,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,20.11,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,09,TN
N00047364,Dennis Clark (I),9990.83,9919.03,0.0,402.0,9488.83,100.0,39.8,125.0,75.0,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,1.63,L,C,Tennessee,,,2020-08-06 00:00:00 +0000,    ,0,2,N,09,TN
N00046862,Bobby Lyons (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Tennessee,,,2020-08-06 00:00:00 +0000,,0,2,N,09,TN
N00026148,Louie Gohmert (R),552914.54,580441.39,88346.43,467368.11,0.0,-2800.0,33661.57,396180.5,71187.61,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,72.58,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX01,0,1,N,01,TX
N00045288,Hank Gilbert (D),968154.58,734410.53,148454.11,769700.47,50000.0,0.0,233744.05,243383.5,526316.97,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,27.42,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,01,TX
N00047169,Chase Carbajal (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,01,TX
N00046189,Arkeiska Jefferson (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,01,TX
N00042224,Dan Crenshaw (R),19427864.83,17596328.61,868780.0,17669738.32,0.0,889346.51,1852714.69,7955316.37,9714421.95,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,55.61,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX02,0,1,N,02,TX
N00046045,Sima Ladjevardian (D),3832697.21,3825286.86,235725.15,3479792.98,109705.17,7473.91,7410.35,2779247.75,700545.23,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,42.79,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,02,TX
N00047262,Elliott Scheirman (L),15374.09,14295.52,2750.0,12624.09,0.0,0.0,-941.96,7285.55,5338.54,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,1.59,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,02,TX
N00027709,Van Taylor (R),2655326.62,2825377.8,983946.78,1280882.07,74230.84000000003,316266.93,22497.99,1215088.17,65793.9,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,55.07,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX03,0,1,N,03,TX
N00045537,Helane Seikaly (D),1635185.14,1634843.35,181587.39,1461052.54,1635.2799999999995,-9090.07,341.79,1221832.38,239220.16,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,42.87,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,03,TX
N00025105,Chris Claytor (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,03,TX
N00047264,Patrick Fallon (R),257173.51,95064.74,102109.0,64714.51,25000.0,65350.0,162108.77,38127.77,26586.74,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,75.14,W,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,04,TX
N00047574,Tracy Shawn Jones (I),13002.22,10594.83,0.0,10602.22,2400.0,0.0,2407.39,10302.22,300.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.39,L,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,04,TX
N00047765,Lou Antonelli (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,04,TX
N00045538,Russell Foster (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,04,TX
N00042237,Lance Gooden (R),1610327.03,1311982.56,859226.18,748867.69,0.0,2233.16,452534.73,729838.05,19029.64,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,61.99,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX05,0,1,N,05,TX
N00046046,Carolyn Salter (D),317847.93,289111.65,4720.0,144777.93,165500.0,2850.0,28736.28,110005.5,34772.43,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,35.93,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,05,TX
N00046593,Kevin Hale (L),18405.44,6508.07,0.0,16790.58,1614.86,0.0,11678.41,8534.0,8256.58,2020-10-14 00:00:00 +0000,2021-04-01 00:00:00 +0000,2.08,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,05,TX
N00042240,Ron Wright (R),912133.8,907693.48,417004.0,361143.63,0.0,133986.17,6833.93,324191.47,36952.16,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,52.8,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX06,0,1,N,06,TX
N00044924,Stephen Daniel (D),680402.24,677568.41,43952.13,618219.26,101.0,18129.85,2833.83,529036.4,89182.86,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,43.98,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,06,TX
N00047766,Melanie Black (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,06,TX
N00046216,Netita V. Jefferson (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,06,TX
N00046445,Chad Snider (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,06,TX
N00041194,Lizzie Fletcher (D),6265165.44,6246135.87,1342642.96,4436565.95,494.86,485461.67,61096.65,3995500.29,441065.66,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,50.79,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX07,0,1,N,07,TX
N00044362,Wesley Hunt (R),7524063.54,7300121.649999999,434900.0,6579356.8,0.0,509806.74,223941.89,4487392.78,2091964.02,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,47.45,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,07,TX
N00046292,Shawn Kelly (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,1.76,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,07,TX
N00005883,Kevin Brady (R),3570477.24,3190447.36,2338484.0,671128.82,0.0,560864.42,1102667.06,655962.05,15166.77,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,72.51,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX08,0,1,N,08,TX
N00046293,Elizabeth Hernandez (D),17227.28,14980.97,1072.25,16155.03,0.0,0.0,1985.47,8512.47,7642.56,2020-10-14 00:00:00 +0000,2021-04-01 00:00:00 +0000,25.47,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,08,TX
N00042926,Chris Duncan (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,08,TX
N00026686,Al Green (D),460332.38,486154.53,244000.0,230597.38,0.0,-14265.0,239806.09,206065.0,24532.38,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,75.48,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX09,0,1,N,09,TX
N00044583,Johnny Teague (R),89965.31,88365.87,0.0,57695.31,31650.0,620.0,150.43,50556.31,7139.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,21.64,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,09,TX
N00046824,Edward Small Jr (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,09,TX
N00047767,Jose Sosa (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,09,TX
N00026460,Michael McCaul (R),3856476.83,3910930.0,1267159.0,1425674.52,0.0,1163643.31,7733.69,1083773.57,341900.95,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,52.48,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX10,0,1,N,10,TX
N00042250,Mike Siegel (D),2873925.98,2829765.2,295189.28,2617417.18,0.0,-38680.48,47651.71,1742344.17,875073.01,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.35,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,10,TX
N00045419,Olis Bahari (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,10,TX
N00046980,Lloyd Coker (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,10,TX
N00047768,Roy Eriksen (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,10,TX
N00045421,August Pfluger (R),2578540.07,1984133.58,317238.0,2021394.03,0.0,239908.04,594406.49,1931706.53,89687.5,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,79.71,W,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,11,TX
N00045289,Jon Mark Hogg (D),137729.77000000002,135141.19,100.0,134032.98,3338.65,258.14,2588.58,102161.08,31871.9,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,18.3,L,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,11,TX
N00046048,Jeffery Cady (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,11,TX
N00008799,Kay Granger (R),3161288.18,3271815.1,1458909.0,1778123.83,0.0,-75744.65,310673.52,1706269.6,71854.23,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,63.72,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX12,0,1,N,12,TX
N00045422,Lisa Welch (D),98464.55,98474.77,15675.33,64687.48,15100.0,3001.74,-10.22,38332.41,26355.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,33.04,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,12,TX
N00046912,Trey Holcomb (L),967.2,456.8,0.0,867.2,100.0,0.0,510.4,0.0,867.2,2020-06-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,3.25,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,12,TX
N00046055,Ronny Jackson (R),2128271.23,1741131.99,451409.0,1631612.52,3785.0,41464.71,387139.24,1061514.24,570098.28,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,79.38,W,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,13,TX
N00045790,Gus Trujillo (D),22825.91,18820.36,0.0,22825.91,0.0,0.0,4005.55,10210.53,12615.38,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,18.46,L,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,13,TX
N00047769,Jack Westbrook (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,13,TX
N00033539,Randy Weber (R),936202.15,924658.84,389157.17,550996.15,0.0,-3951.17,471407.16,515113.6,35882.55,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,61.64,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX14,0,1,N,14,TX
N00041197,Adrienne Bell (D),244754.02,240933.64,15113.88,228233.27,0.0,1406.87,8920.55,135995.12,92238.15,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,38.36,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,14,TX
N00041210,Cyrus Sajna (I),35096.25,34941.71,0.0,96.25,35000.0,0.0,608.91,0.0,96.25,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,14,TX
N00047171,Michael David Sanchez (I),100.0,12.0,0.0,100.0,0.0,0.0,88.0,0.0,100.0,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,14,TX
N00045614,Karen Ben-Moyal (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,14,TX
N00038809,Vicente Gonzalez (D),1008381.45,657499.77,993059.0,192433.25,0.0,-177110.8,1371492.48,178540.0,13893.25,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,50.5,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX15,0,1,N,15,TX
N00045793,Monica De La Cruz (R),344893.44,338831.8,26000.0,300893.44,89000.0,-71000.0,7505.73,254359.0,46534.44,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,47.62,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,15,TX
N00029779,Ross Leone (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,15,TX
N00041702,Veronica Escobar (D),1135548.5399999998,1087693.12,607534.0,524010.98,0.0,4003.56,284855.28,475547.92,48463.06,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.72,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX16,0,1,N,16,TX
N00045161,Irene Armendariz-Jackson (R),168996.53,153671.0,5500.0,144487.74,15090.0,3918.79,16242.25,111319.85,33167.89,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,35.28,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,16,TX
N00042923,Ben Leder (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,16,TX
N00005681,Pete Sessions (R),1447957.9300000002,1658637.39,583090.75,716783.42,140000.0,8083.76,165989.81,696767.16,20016.26,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,55.85,W,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,17,TX
N00041704,Rick Kennedy (D),200667.91,202095.65,2554.84,207052.99,0.0,-8939.92,0.0,133477.7,73575.29,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,40.92,L,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,17,TX
N00047490,Ted Brown (L),3040.73,3040.75,200.0,232.77,2607.96,0.0,-0.02,0.0,232.77,2020-12-29 00:00:00 +0000,2021-04-01 00:00:00 +0000,3.23,L,O,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,17,TX
N00005818,Sheila Jackson Lee (D),924480.02,838413.51,242855.78,679581.97,0.0,2042.27,167819.79,670086.05,9495.92,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,73.29,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX18,0,1,N,18,TX
N00045162,Wendell Champion (R),305645.47,271278.17,10300.0,294815.44,530.03,0.0,34367.3,220296.16,74519.28,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,23.51,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,18,TX
N00047345,Chance Davis (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,18,TX
N00036826,Vince Duncan (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,18,TX
N00045547,Whitney Hatter (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,18,TX
N00038285,Jodey Arrington (R),2497183.68,1932700.21,1212871.38,1280358.3,0.0,3954.0,1099354.01,1262527.26,17831.04,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,74.78,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX19,0,1,N,19,TX
N00046301,Tom Watson (D),49404.55,60805.62,11.32,33134.31,15000.0,1258.92,-20983.99,24060.91,9073.4,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,22.86,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,19,TX
N00047770,Joe Burnes (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,19,TX
N00046185,Robert Wysinger (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,19,TX
N00033316,Joaquin Castro (D),674060.61,686933.91,294600.0,394996.03,0.0,-15535.42,115747.27,245307.03,149689.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.67,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX20,0,1,N,20,TX
N00042271,Mauro Garza (R),263293.31,240930.37,200.0,15897.0,247196.31,0.0,45851.83,10011.0,5886.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,33.11,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,20,TX
N00005981,Jeffrey Blunt (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,20,TX
N00044587,Adam Jonasz (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,20,TX
N00046913,Adam Martinez-Gomez (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,20,TX
N00042268,Chip Roy (R),5005639.41,4679362.43,607516.0,4196741.71,0.0,201381.7,463582.78,3130110.62,1066631.09,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,51.95,W,I,Texas,,,2020-03-03 00:00:00 +0000,TX21,0,1,N,21,TX
N00045066,Wendy Davis (D),10263485.53,10201874.18,564940.2,9262686.33,135543.61,300315.39,61611.35,6045439.52,3217246.81,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.35,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,21,TX
N00044056,Michael Felts (I),3570.0,1850.82,0.0,3570.0,0.0,0.0,3353.77,2750.0,820.0,2019-06-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,21,TX
N00038289,Tom Wakely (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.79,L,C,Texas,,,2020-03-03 00:00:00 +0000,    ,0,2,N,21,TX
N00047771,Arthur DiBianca (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Texas,,,2020-03-03 00:00:00 +0000,,0,2,N,21,TX
